bin_id,marker_lineage,ml_uid,completeness,contamination,strain_het,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings
CarAnox_mtb2-1369,k__Bacteria,(UID2982),91.39,2.91,71.43,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp002686755,GCA_002686755.1,95.0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp002686755,98.21,0.79,GCA_002686755.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__UBA1096 sp002686755,98.21,0.79,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002299785.1, s__UBA1096 sp002299785, 95.0, 81.18, 0.69; GCA_002453165.1, s__UBA1096 sp002453165, 95.0, 80.62, 0.52; GCA_002689335.1, s__UBA1096 sp002689335, 95.0, 78.47, 0.43; GCA_002721375.1, s__UBA1096 sp002721375, 95.0, 78.15, 0.34",88.91,11.0,,
CarAnox_mtb2-1548,c__Gammaproteobacteria,(UID4443),91.36,2.59,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__,Placement,taxonomic classification fully defined by topology,,98.06,11.0,0.91402613691,
CarAnox_mtb2-418,k__Bacteria,(UID1452),91.25,0.0,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2718455;s__,,,,,,GCA_002718455.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2718455;s__GCA-2718455 sp002718455,92.1,0.97,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__;s__,Placement,taxonomic novelty determined using RED,,82.44,11.0,0.9856442647210001,
CarAnox_mtb2-254,k__Bacteria,(UID3187),91.23,4.27,0.0,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__,Placement,taxonomic novelty determined using RED,,93.13,11.0,0.7963817678919999,
CarAnox_mtb2-1075,k__Bacteria,(UID2982),91.22,2.48,0.0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,70.67,11.0,0.6872331928669999,
CarAnox_mtb2-1117,k__Bacteria,(UID2495),91.21,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__;s__,,,,,,,,,,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__;s__,Placement,taxonomic classification fully defined by topology,,87.52,11.0,0.7448927998739999,
CarAnox_mtb2-583,p__Euryarchaeota,(UID3),91.2,1.6,0.0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.66,11.0,0.577913241904,
CarAnox_mtb2-1535,k__Bacteria,(UID3187),91.12,2.11,9.09,d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__XYD2-FULL-50-16;g__;s__,,,,,,,,,,d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__XYD2-FULL-50-16;g__;s__,Placement,taxonomic novelty determined using RED,,93.15,11.0,0.779212489243,
CarAnox_mtb2-660,k__Bacteria,(UID1452),91.09,1.98,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA2162;g__;s__,Placement,taxonomic classification fully defined by topology,,85.36,11.0,0.774618370046,
CarAnox_mtb2-22,k__Bacteria,(UID2495),91.08,1.16,50.0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002724575,GCA_002724575.1,95.0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002724575,98.02,0.81,GCA_002724575.1,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__UBA887 sp002724575,98.02,0.81,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002501085.1, s__UBA887 sp002501085, 95.0, 87.77, 0.84; GCA_002313925.1, s__UBA887 sp002313925, 95.0, 87.6, 0.82; GCA_002311875.1, s__UBA887 sp002311875, 95.0, 79.87, 0.68",82.86,11.0,,
CarAnox_mtb2-1253,c__Deltaproteobacteria,(UID3216),90.99,1.67,50.0,d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.48,11.0,0.597607994827,
CarAnox_mtb2-451,c__Deltaproteobacteria,(UID3216),90.94,2.71,20.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.83,11.0,0.6088778866100001,
CarAnox_mtb2-535,k__Bacteria,(UID2565),90.91,0.0,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003485185.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185,77.02,0.13,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,82.02,11.0,0.838324308556,
CarAnox_mtb2-313,k__Bacteria,(UID1452),90.91,1.82,50.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,Placement,taxonomic classification fully defined by topology,,93.97,11.0,0.8446856932529999,
CarAnox_mtb2-16,k__Bacteria,(UID3187),90.9,0.17,0.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005,GCA_001469005.2,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005,95.41,0.79,GCA_001469005.2,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__UBA1014 sp001469005,95.41,0.79,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA1014;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002683785.1, s__UBA1014 sp002683785, 95.0, 79.08, 0.43",93.13,11.0,,
CarAnox_mtb2-1251,c__Deltaproteobacteria,(UID3216),90.89,4.52,57.14,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.97,11.0,0.7644714579709999,
CarAnox_mtb2-561,k__Bacteria,(UID2565),90.86,1.14,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,80.44,11.0,0.593928152417,
CarAnox_mtb2-163,k__Bacteria,(UID2565),90.86,1.61,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,79.7,11.0,0.764909116477,
CarAnox_mtb2-1423,k__Bacteria,(UID2565),90.86,3.23,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__0-14-0-80-42-15;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.35,11.0,0.7484797000710001,
CarAnox_mtb2-293,k__Bacteria,(UID3187),90.84,0.0,0.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002685535,GCA_002685535.1,95.0,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002685535,96.44,0.76,GCA_002685535.1,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp002685535,96.44,0.76,d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_003212435.1, s__Arctic96AD-7 sp003212435, 95.0, 83.66, 0.71; GCA_002704555.1, s__Arctic96AD-7 sp002704555, 95.0, 83.17, 0.74; GCA_000213335.2, s__Arctic96AD-7 sp000213335, 95.0, 79.71, 0.34; GCA_002082305.1, s__Arctic96AD-7 sp002082305, 95.0, 78.91, 0.44; GCA_001627865.1, s__Arctic96AD-7 sp001627865, 95.0, 76.7, 0.24",92.64,11.0,,
CarAnox_mtb2-1033,p__Euryarchaeota,(UID3),90.8,0.8,0.0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,91.78,11.0,0.34392504942,
CarAnox_mtb2-1312,k__Bacteria,(UID2565),90.8,4.84,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.13,11.0,0.602349490428,
CarAnox_mtb2-786,c__Gammaproteobacteria,(UID4443),90.77,2.64,7.69,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385,GCA_002348385.1,95.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385,98.47,0.94,GCA_002348385.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__UBA2965 sp002348385,98.47,0.94,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__,ANI/Placement,topological placement and ANI have congruent species assignments,,95.14,11.0,,
CarAnox_mtb2-775,k__Bacteria,(UID1452),90.76,0.99,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,,,,,,GCA_002688105.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__GCA-2688105;s__GCA-2688105 sp002688105,77.97,0.37,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,Placement,taxonomic novelty determined using RED,,84.58,11.0,0.800781664972,
CarAnox_mtb2-1039,k__Archaea,(UID2),90.65,0.93,0.0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__;s__,,,,,,,,,,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,84.02,11.0,0.6903665044699999,
CarAnox_mtb2-560,k__Bacteria,(UID2495),90.59,0.0,0.0,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__,,,,,,,,,,d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__TCS61;g__;s__,Placement,taxonomic classification fully defined by topology,,93.49,11.0,0.750208417289,
CarAnox_mtb2-1431,c__Gammaproteobacteria,(UID4267),90.56,1.31,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Thiomargarita;s__,,,,,,GCA_001640045.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__Thiomargarita;s__Thiomargarita nelsonii,77.82,0.17,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__;s__,Placement,taxonomic novelty determined using RED,,96.79,11.0,0.9105371197040001,
CarAnox_mtb2-920,k__Bacteria,(UID2982),90.54,3.76,12.5,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__YA12-FULL-48-11;g__;s__,,,,,,,,,,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,84.33,11.0,0.7294285564149999,
CarAnox_mtb2-1079,k__Bacteria,(UID2565),90.5,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1572;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,82.56,11.0,0.655512805016,
CarAnox_mtb2-1322,k__Bacteria,(UID2495),90.47,3.05,0.0,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Latescibacterota;c__UBA2968;o__UBA2968;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.74,11.0,0.7175561604440001,
CarAnox_mtb2-1131,k__Bacteria,(UID2565),90.44,4.84,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.35,11.0,0.602388696306,
CarAnox_mtb2-1366,k__Bacteria,(UID3187),90.35,1.68,0.0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__,Placement,taxonomic novelty determined using RED,,74.7,11.0,0.645258933166,
CarAnox_mtb2-638,k__Bacteria,(UID2565),90.34,1.14,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,,,,,,GCA_003485185.1,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__UBA12270;s__UBA12270 sp003485185,76.73,0.15,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__;s__,Placement,taxonomic novelty determined using RED,,85.4,11.0,0.839773684531,
CarAnox_mtb2-343,c__Deltaproteobacteria,(UID3216),90.32,1.54,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.59,11.0,0.81391176088,
CarAnox_mtb2-423,o__Rhodospirillales,(UID3754),90.13,2.93,25.0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__2-02-FULL-58-16;g__;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__;g__;s__,Placement,taxonomic novelty determined using RED,,90.06,11.0,0.7655291889620001,
CarAnox_mtb2-604,c__Gammaproteobacteria,(UID4267),90.11,2.17,0.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-002729875;s__,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__,Placement,taxonomic novelty determined using RED,,91.65,11.0,0.9347208952760001,
CarAnox_mtb2-914,k__Bacteria,(UID2565),90.08,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,79.76,11.0,0.566268394978,
CarAnox_mtb2-737,k__Bacteria,(UID1452),90.07,4.07,14.29,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,78.67,11.0,0.700578443484,
CarAnox_mtb2-864,k__Bacteria,(UID2565),90.05,2.27,0.0,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__,,,,,,GCA_001828595.1,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__Scalindua sp001828595,83.14,0.65,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__,Placement,taxonomic classification fully defined by topology,"GCA_001723765.1, s__Scalindua rubra_A, 95.0, 78.72, 0.42; GCA_002632345.1, s__Scalindua rubra_B, 95.0, 78.64, 0.44; GCF_002443295.1, s__Scalindua sp002443295, 95.0, 77.83, 0.37",86.79,11.0,0.929036082113,
CarAnox_mtb2-1220,k__Bacteria,(UID2495),90.05,0.0,0.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__UBA2134;s__UBA2134 sp002471805,GCA_002471805.1,95.0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__UBA2134;s__UBA2134 sp002471805,99.13,0.79,GCA_002471805.1,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__UBA2134;s__UBA2134 sp002471805,99.13,0.79,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__UBA2134;s__,ANI/Placement,topological placement and ANI have congruent species assignments,"GCA_002718285.1, s__UBA2134 sp002718285, 95.0, 77.54, 0.22",90.3,11.0,,
CarAnox_mtb2-1037,k__Bacteria,(UID2982),90.03,3.41,0.0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__UBA8416;g__;s__,,,,,,GCA_002428045.1,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__UBA8416;g__UBA8416;s__UBA8416 sp002428045,75.54,0.04,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,Placement,taxonomic novelty determined using RED,,88.43,11.0,0.774144764391,
CarAnox_mtb2-1396,c__Deltaproteobacteria,(UID3216),90.0,2.8,66.67,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__;s__,,,,,,GCA_002050025.1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__4484-190-2;s__4484-190-2 sp002050025,76.05,0.08,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__;s__,Placement,taxonomic novelty determined using RED,,91.81,11.0,0.826356045605,
CarAnox_mtb2-742,k__Bacteria,(UID1452),89.9,0.99,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,79.9,11.0,0.605849272156,
CarAnox_mtb2-729,c__Deltaproteobacteria,(UID3216),89.78,3.23,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__HGW-15;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,93.29,11.0,0.723299121825,
CarAnox_mtb2-49,k__Bacteria,(UID2565),89.78,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__0-14-0-80-42-15;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,83.23,11.0,0.763775502942,
CarAnox_mtb2-120,k__Bacteria,(UID2565),89.78,2.15,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__0-14-0-80-42-15;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,82.18,11.0,0.7577490192199999,
CarAnox_mtb2-1024,k__Bacteria,(UID2565),89.78,1.61,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,85.93,11.0,0.468616962315,
CarAnox_mtb2-1352,k__Bacteria,(UID1453),89.74,2.56,0.0,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,,,,,,,,,,d__Bacteria;p__Margulisbacteria;c__WOR-1;o__O2-12-FULL-45-9;f__O2-12-FULL-45-9;g__;s__,Placement,taxonomic novelty determined using RED,,85.91,11.0,0.79792899543,
CarAnox_mtb2-567,k__Bacteria,(UID2565),89.72,1.08,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA10183;f__UBA10183;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,80.81,11.0,0.766108026629,
CarAnox_mtb2-317,k__Bacteria,(UID2565),89.72,4.3,0.0,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1572;f__;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__;f__;g__;s__,Placement,taxonomic novelty determined using RED,,82.36,11.0,0.6592871516009999,
CarAnox_mtb2-386,k__Archaea,(UID2),89.72,0.0,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GCA-2686295;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,80.07,11.0,0.7568225347930001,
CarAnox_mtb2-1371,k__Archaea,(UID2),89.72,1.87,0.0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,,,,,,,,,,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,81.19,11.0,0.62370701688,
CarAnox_mtb2-239,k__Bacteria,(UID2565),89.71,0.0,0.0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__SG8-4;s__,,,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Placement,taxonomic novelty determined using RED,,82.04,11.0,0.899885712134,
CarAnox_mtb2-1224,k__Bacteria,(UID2565),89.62,2.33,33.33,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__RBG-13-46-9;g__;s__,,,,,,,,,,d__Bacteria;p__Omnitrophota;c__koll11;o__UBA1560;f__;g__;s__,Placement,taxonomic novelty determined using RED,,81.85,11.0,0.799734744937,
CarAnox_mtb2-215,p__Euryarchaeota,(UID3),89.6,4.8,14.29,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,,,,,,,,,,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,Placement,taxonomic classification fully defined by topology,,90.12,11.0,0.38514421361,
CarAnox_mtb2-171,c__Deltaproteobacteria,(UID3216),89.55,1.94,0.0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__;s__,,,,,,,,,,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,Placement,taxonomic novelty determined using RED,,87.76,11.0,0.7654398233149999,
CarAnox_mtb2-1408,k__Bacteria,(UID1452),89.55,1.82,0.0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__;s__,,,,,,GCA_003130875.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__NAK82;s__NAK82 sp003130875,75.86,0.07,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__;g__;s__,Placement,taxonomic novelty determined using RED,,95.24,11.0,0.7824923775579999,
CarAnox_mtb2-631,k__Bacteria,(UID1452),89.44,0.0,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__JdFR-56;s__,,,,,,GCA_002011495.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__JdFR-56;s__JdFR-56 sp002011495,76.8,0.21,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__RBG-16-60-22;g__;s__,Placement,taxonomic novelty determined using RED,,85.36,11.0,0.857828853898,
CarAnox_mtb2-1638,k__Bacteria,(UID1452),89.44,0.99,0.0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__UBA5760;s__,,,,,,GCA_002418895.1,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__UBA5760;s__UBA5760 sp002418895,84.39,0.52,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__UBA5760;g__;s__,Placement,taxonomic novelty determined using RED,,78.99,11.0,0.919812570785,
